Level	Source Paper	Direction	Raw Title	Title	Link	Year	Filter	Triage	Initial Selection	Final Selection
1	enhancing program comprehension formatting and documenting	Forward	A Systematic Literature Review on the Impact of Formatting Elements on Program Understandability	a systematic literature review on the impact of formatting elements on program understandability	https://arxiv.org/abs/2208.12141	2022	Duplicate	Not acceptable	Not acceptable	Not acceptable
1	impacts of coding practices on readability	Forward	A Systematic Literature Review on the Impact of Formatting Elements on Program Understandability	a systematic literature review on the impact of formatting elements on program understandability	https://arxiv.org/abs/2208.12141	2022	Duplicate	Not acceptable	Not acceptable	Not acceptable
1	indentation simply a matter of style or support for program comprehension	Forward	A Systematic Literature Review on the Impact of Formatting Elements on Program Understandability	a systematic literature review on the impact of formatting elements on program understandability	https://arxiv.org/abs/2208.12141	2022	Duplicate	Not acceptable	Not acceptable	Not acceptable
1	measuring neural efficiency of program comprehension	Forward	A Systematic Literature Review on the Impact of Formatting Elements on Program Understandability	a systematic literature review on the impact of formatting elements on program understandability	https://arxiv.org/abs/2208.12141	2022	Duplicate	Not acceptable	Not acceptable	Not acceptable
1	program indentation and comprehensibility	Forward	A Systematic Literature Review on the Impact of Formatting Elements on Program Understandability	a systematic literature review on the impact of formatting elements on program understandability	https://arxiv.org/abs/2208.12141	2022	Duplicate	Not acceptable	Not acceptable	Not acceptable
1	the impact of identifier style on effort and comprehension	Forward	A Systematic Literature Review on the Impact of Formatting Elements on Program Understandability	a systematic literature review on the impact of formatting elements on program understandability	https://arxiv.org/abs/2208.12141	2022	Duplicate	Not acceptable	Not acceptable	Not acceptable
1	understanding misunderstandings in source code	Forward	A Systematic Literature Review on the Impact of Formatting Elements on Program Understandability	a systematic literature review on the impact of formatting elements on program understandability	https://arxiv.org/abs/2208.12141	2022	Duplicate	Not acceptable	Not acceptable	Not acceptable
1	typographic style is more than cosmetic	Forward	A Systematic Literature Review on the Impact of Formatting Elements on Program Understandability	a systematic literature review on the impact of formatting elements on program understandability	https://arxiv.org/abs/2208.12141	2022	Duplicate	Not acceptable	Not acceptable	Not acceptable
1	an eye tracking study on camelcase and underscore identifier styles	Forward	A systematic literature review on the usage of eye-tracking in software engineering	a systematic literature review on the usage of eyetracking in software engineering	https://www.sciencedirect.com/science/article/pii/S0950584915001196	2015	Ok	Acceptable	Not acceptable	Not acceptable
1	typographic style is more than cosmetic	Backward	A taxonomy for programming style.	a taxonomy for programming style	https://dl.acm.org/doi/10.1145/100348.100385	1990	Ok	Not acceptable	Not acceptable	Not acceptable
1	typographic style is more than cosmetic	Forward	A taxonomy for programming style	a taxonomy for programming style	https://dl.acm.org/doi/abs/10.1145/100348.100385	1990	Ok	Maybe	Not acceptable	Not acceptable
1	an investigation of misunderstanding code patterns in c opensource software projects	Backward	A taxonomy of obfuscating transformations	a taxonomy of obfuscating transformations	https://ieeexplore.ieee.org/abstract/document/1514443/?	1997	Duplicate	Not acceptable	Not acceptable	Not acceptable
1	understanding misunderstandings in source code	Backward	A taxonomy of obfuscating transformations.	a taxonomy of obfuscating transformations	https://researchspace.auckland.ac.nz/handle/2292/3491	1997	Ok	Not acceptable	Not acceptable	Not acceptable
1	the impact of identifier style on effort and comprehension	Forward	A technique based on naming patterns for finding candidates to components from source code	a technique based on naming patterns for finding candidates to components from source code	https://ieeexplore.ieee.org/abstract/document/7867598/	2017	Ok	Not acceptable	Not acceptable	Not acceptable
1	enhancing program comprehension formatting and documenting	Backward	A technique for making structured programs more readable	a technique for making structured programs more readable	https://dl.acm.org//doi/10.1145/953411.953415	1978	Old	Not acceptable	Not acceptable	Not acceptable
1	program indentation and comprehensibility	Backward	A technique for making structured programs more readable	a technique for making structured programs more readable	https://dl.acm.org//doi/10.1145/953411.953415	1978	Duplicate	Not acceptable	Not acceptable	Not acceptable
1	an eye tracking study on camelcase and underscore identifier styles	Backward	A Theory of Reading: From Eye Fixations to Comprehension	a theory of reading from eye fixations to comprehension	https://doi.org/10.1037/0033-295X.87.4.329	1980	Old	Not acceptable	Not acceptable	Not acceptable
1	indentation simply a matter of style or support for program comprehension	Backward	A theory of reading: From eye fixations to comprehension	a theory of reading from eye fixations to comprehension	https://doi.org/10.1037/0033-295X.87.4.329	1980	Duplicate	Not acceptable	Not acceptable	Not acceptable
1	the impact of identifier style on effort and comprehension	Backward	A theory of reading: from eye fixations to comprehension	a theory of reading from eye fixations to comprehension	https://doi.org/10.1037%2F0033-295X.87.4.329	1980	Duplicate	Not acceptable	Not acceptable	Not acceptable
1	program indentation and comprehensibility	Forward	A tool for introducing object-oriented programming in Java through robot metaphors and an event-driven environment	a tool for introducing objectoriented programming in java through robot metaphors and an eventdriven environment	https://scholar.google.com/scholar?hl=pt-BR&cites=3859046751656032365&scipsc=1&q=A+tool+for+introducing+object-oriented+programming+in+Java+through+robot+metaphors+and+an+event-driven+environment		Ok	Not acceptable	Not acceptable	Not acceptable
1	understanding misunderstandings in source code	Forward	A validation of cognitive complexity as a measure of source code understandability	a validation of cognitive complexity as a measure of source code understandability	http://elib.uni-stuttgart.de/handle/11682/10680	2019	Ok	Not acceptable	Not acceptable	Not acceptable
1	understanding misunderstandings in source code	Forward	A Validation of Cognitive Complexity as a Measure of Source Code Understandability	a validation of cognitive complexity as a measure of source code understandability	http://elib.uni-stuttgart.de/handle/11682/10680	2019	Duplicate	Not acceptable	Not acceptable	Not acceptable
1	program indentation and comprehensibility	Forward	A visual perception account of programming languages: finding the natural science in the art	a visual perception account of programming languages finding the natural science in the art	https://hal.inria.fr/hal-00737414/	2012	Ok	Not acceptable	Not acceptable	Not acceptable
1	typographic style is more than cosmetic	Forward	Abstract data types and modula-2: a worked example of design using data abstraction	abstract data types and modula2 a worked example of design using data abstraction	https://books.google.com.br/books/about/Abstract_Data_Types_and_Modula_2.html?id=jLJQAAAAMAAJ&redir_esc=y	1992	Ok	Not acceptable	Not acceptable	Not acceptable
1	typographic style is more than cosmetic	Forward	Achieving software quality using the NFR Framework: Maintainability and Performance	achieving software quality using the nfr framework maintainability and performance	https://www.ee.columbia.edu/~wa2171/MULIC/AndreopoulosCSITeA.pdf	2004	Ok	Not acceptable	Not acceptable	Not acceptable
1	program indentation and comprehensibility	Forward	ADESSA—an Ada expert system style advisor	adessaan ada expert system style advisor	https://dl.acm.org/doi/pdf/10.1145/339665.339707	1986	Old	Not acceptable	Not acceptable	Not acceptable
1	typographic style is more than cosmetic	Backward	Advanced Programming and Problem Solving With Pascal.	advanced programming and problem solving with pascal	https://dl.acm.org/doi/10.5555/26867	1987	Old	Not acceptable	Not acceptable	Not acceptable
1	typographic style is more than cosmetic	Forward	Affordable Solutions for Classroom Response Systems (Soluções Acessíveis para Sistemas de Resposta em Sala de Aula)	affordable solutions for classroom response systems solues acessveis para sistemas de resposta em sala de aula	https://arxiv.org/pdf/1710.02763.pdf	2017	Ok	Not acceptable	Not acceptable	Not acceptable
1	typographic style is more than cosmetic	Forward	Agile software development in virtual collaboration environments	agile software development in virtual collaboration environments	https://link.springer.com/chapter/10.1007/978-3-642-13757-0_12	2011	Ok	Not acceptable	Not acceptable	Not acceptable
1	the impact of identifier style on effort and comprehension	Forward	AId: uma ferramenta para análise de identificadores de programas Java	aid uma ferramenta para anlise de identificadores de programas java	https://bibliotecadigital.ipb.pt/handle/10198/11416	2014	Ok	Not acceptable	Not acceptable	Not acceptable
1	the impact of identifier style on effort and comprehension	Forward	AID: Una Herramienta para el Análisis de Identificadores en Programas JAVA	aid una herramienta para el anlisis de identificadores en programas java	https://core.ac.uk/download/pdf/285985884.pdf	2014	Ok	Not acceptable	Not acceptable	Not acceptable
1	an investigation of misunderstanding code patterns in c opensource software projects	Forward	Açık kaynak dağıtık kod geliştirme ortamları için metrik önerileri	ak kaynak datk kod gelitirme ortamlar iin metrik nerileri	http://www.dspace.yildiz.edu.tr/xmlui/handle/1/13179	2021	Ok	Not acceptable	Not acceptable	Not acceptable
